,Actor,Array,Least_Array_Diff,2ndLeast_Array_Diff,3rdLeast_Array_Diff,4thLeast_Array_Diff,5thLeast_Array_Diff,1stMatch,2ndMatch,3rdMatch,4thMatch,5thMatch,Best_Match_Actor,Second_Match_Actor,Third_Match_Actor,Fourth_Match_Actor,Fifth_Match_Actor
278,Lee_David.png,"[ -5.15734      6.809035    -4.316917     9.243733   -10.835159
  -6.3185577  -12.47092     10.040783     4.143138    -0.02465118
   0.37487385  -2.3971643    1.6142821    0.27749503   3.0332773
   1.5200511   -6.2875667    0.90305954  -2.2020555   -2.7489443
  -2.3962271   -1.0988042    6.2705154    0.35710877  -1.6946163
  -0.74051446   1.681842    -0.95776033   2.113239    -3.286174
   4.5882926   -0.70780575  -0.54362977   1.0690582    0.47860563
   0.14683077   0.02944819  -2.0262165    2.0532503    0.05559767
   2.0674493   -2.560217    -2.839246     1.5834789   -0.29206932
   0.7774035    1.2833428    1.7271386    0.15217072   0.6644925
   0.9437345   -0.28689465  -0.98142946   1.8158317   -2.855042
  -0.37024248  -0.11603893  -0.62883353   1.9653232   -1.6797214
  -0.37839404   0.6779288    0.5210263   -0.13476291  -0.47067767
  -0.6297642   -1.9327017    1.4011847   -0.22587594   1.0857711
  -0.02204496  -0.02870627   2.0606198   -1.2357699    1.535209
  -0.44500583  -0.36701712   0.37509775  -0.97185636   0.82247734
   0.2886187   -1.0735906    1.6631294    0.6212935   -0.91160196
   1.1185117    0.44385186   1.3306284    0.44548827   0.04834333
   0.34399575  -2.1474152    0.88260907   0.73047787  -0.34890264
  -1.3473418   -1.07085     -0.21564536   1.8541101   -0.25755376]",19.5849666595459,25.357608795166016,26.96670150756836,27.053071975708008,27.25816535949707,167,170,60,455,101,Woo_Do_Hwan.png,Shin_Sung_Rok.png,Lee_Kang_Min.png,Kwon_Soo_Hyun.png,Kim_Young_Hoon.png
279,Park_Shin_Woon.png,"[ 19.614664    -7.6747246    3.0131867    9.563451    -0.5165916
   4.4318237   13.74356     -3.4777179    5.10604      6.4220066
 -13.015614     3.540364     1.2920176    4.8836493    2.0764747
  11.419191    -1.1658124   -7.268125    -3.7676764   -4.8996
  -6.178446    -3.16903     -0.36567226   7.032939     0.48380798
  -4.030501    -2.2883494    3.6465485    0.4717649    4.4895067
  -1.0670794   -1.6760888   -4.6756577    3.7239823   -3.57821
   0.62223566   1.2444412   -6.616523     2.358172     1.1203879
   2.2113407   -1.1926056    3.1153173    0.50261056  -4.4248667
  -4.734201    -0.2762824    0.11167217  -0.59911424  -1.4502038
   1.9147433    3.6351285    4.4429874    2.6287231    3.8241076
  -0.36517847   2.762849     0.5952391   -0.9249295   -3.8790355
   0.60377586  -1.2427197    0.09498478  -1.7881227   -1.8452185
   0.7392703    1.6876341    0.22509727  -3.684702     0.13022599
  -5.096108    -1.741171     1.7082492   -0.38655597   1.6654817
  -0.66602296   1.8692968   -0.2648604   -3.2129126   -0.68719584
  -1.7773206   -3.1044385   -6.2882957    0.8542397    2.1950984
  -0.10378157   0.98818505   0.9579983   -0.42824984  -0.7186669
   0.8914044   -3.8132563   -1.0265483   -1.7509379    0.95598507
  -0.46093497   2.4282792    1.8363433   -3.4123883    0.72795296]",37.633750915527344,39.15591049194336,40.63056945800781,41.0112419128418,41.39574432373047,132,137,184,6,113,Yoon_Gyung_Ho.png,Yoo_Ji_Tae.png,Jung_Han_Hun.png,Choi_Il_Hwa.png,Eun_Ji_Won.png
280,Jang_Geun_Suk.png,"[-2.2477552e-01  1.8639467e+01  6.9782796e+00  7.8898950e+00
  1.4116221e+01  3.2190423e+00  1.2443379e+00 -7.0734960e-01
  1.1631794e+01  4.6939424e-01  2.0129738e+00  8.6295061e+00
  1.4335681e+00  4.3227921e+00  1.6554302e+00  2.6030231e+00
  8.8811083e+00  8.8145220e-01  3.7844167e+00 -2.4405189e-01
 -1.2514339e-01  1.3016144e+00 -1.3513222e+00  4.1535487e+00
  2.7303421e+00  6.3223691e+00 -1.2058794e+00 -4.2544860e-01
 -4.5504632e+00 -4.6260786e+00 -4.2642770e+00  1.3535705e+00
 -1.7008927e+00 -2.7179036e+00 -4.4367456e-01 -1.6541637e+00
  1.0149628e+00 -1.0770210e+00 -1.2221800e+00  3.3480070e+00
 -5.3986353e-01 -3.6584795e-01 -3.3723235e-02 -1.8770518e+00
  1.2005991e+00 -1.3411874e+00  7.6132429e-01 -5.4796326e-01
 -9.1669649e-01 -1.4978608e+00 -1.9294354e+00 -5.5911994e-01
  1.1464248e+00  2.6391587e+00 -1.0235025e+00  3.2141266e+00
  3.2888004e-01  1.0551751e+00  5.8565700e-01  2.0725174e+00
  1.2550648e+00 -3.2912338e+00  1.7247137e+00  3.2323924e-01
 -6.7722917e-01  8.0356681e-01  1.9420408e-01 -1.9962771e+00
  5.0496274e-01 -1.2205811e-01 -5.3005481e-01  6.9659376e-01
  1.6260813e+00  1.2241430e+00  4.4479489e-01 -2.2404194e-01
  1.9329156e+00 -2.1841793e+00  1.0047994e+00 -1.3481858e+00
 -1.1213875e-01  2.2237041e+00  1.5832704e+00 -1.5153028e+00
  1.6109532e-01  8.0805266e-01  1.7852972e+00 -5.4740793e-01
  2.6187065e+00  1.2337407e+00  7.9774058e-01 -1.3808012e-03
 -6.4680433e-01  7.8407621e-01  5.3544509e-01 -1.8193682e+00
  3.5973322e-01 -1.1007622e+00 -1.9841611e-02 -9.0602350e-01]",21.28032875061035,27.32476234436035,30.120283126831055,30.53150177001953,31.41716957092285,520,438,287,178,211,Lee_Do_Hyun.png,Kim_Soo_Hyun.png,Kai.png,Shin_Jae_Ha.png,Lee_Pil_Mo.png
281,Chun_Jung_Myung.png,"[ 3.5307880e+01  9.2836946e-01  7.2627406e+00 -6.2832074e+00
 -3.4523408e+00  4.4146185e+00  4.6389502e-01  2.8863242e+00
 -4.3299060e+00 -1.5056748e+00  5.3329015e+00  4.8529749e+00
 -8.7584853e-01  8.1628666e+00 -2.8464303e+00  1.6649164e+00
 -1.8620187e+00 -2.3303857e+00  5.2330961e+00 -1.1978409e+00
 -1.5010924e+00 -8.7266344e-01 -1.3606480e+00  2.2647085e+00
 -7.6846528e-01  1.0983343e+01 -1.5714811e+00 -8.0324697e+00
 -7.8310233e-01  3.4804187e+00 -4.4855094e+00 -3.4668539e+00
 -3.6054864e+00 -1.6011271e+00 -4.0251441e+00 -1.2628430e-01
 -3.2417810e+00  3.7117112e+00 -1.6355345e+00 -1.2099883e-01
  2.6009744e-01 -5.2181768e+00  1.3619595e+00 -1.4343692e+00
 -1.4722127e+00  9.2087144e-01  1.0853251e+00  2.2582769e+00
 -1.5808452e+00  8.8776332e-01 -2.3754280e+00 -1.6119280e+00
 -3.6238873e-01  1.2410094e-01  4.6041512e+00  2.6415536e+00
  4.8413545e-02 -1.8527409e-01 -2.8662770e+00 -2.6259968e-01
 -3.0629377e+00  6.5279788e-01 -3.4345071e+00 -1.8480819e+00
 -1.7409754e+00 -8.5856938e-01 -1.9086107e+00 -4.3275496e-01
  4.9412635e-01 -9.9196509e-03 -3.5140729e+00 -2.2970673e-01
  7.2021961e-02  4.2339510e-01  1.8613547e-02 -1.6793634e+00
 -1.7581619e-01 -3.1760519e+00  2.9731405e-01  1.1858194e+00
 -1.0711343e-01  3.8143218e-01 -1.0138831e+00  1.9823800e+00
  1.1895671e+00 -1.4966871e+00 -7.4001658e-01  1.7916095e+00
 -8.4619874e-01  1.0302413e+00 -1.2648237e-01 -7.2041363e-01
  1.7776923e+00 -6.6165501e-01 -1.5779746e+00 -4.5149988e-01
 -6.2208211e-01 -1.3733124e+00 -3.0964753e-01 -6.4129817e-01]",29.35279655456543,30.2628173828125,32.69911575317383,33.335533142089844,34.446109771728516,417,313,43,325,192,Noh_Young_Hak.png,Nam_Woo_Hyun.png,Kim_Ha_Kyun.png,Kim_Min_Joon.png,Choi_Kwang_Il.png
282,Lee_Jae_Ryong.png,"[ 25.031351    -0.2923789   -9.661611   -26.059294   -11.802513
  11.968578    -6.175583   -11.365437     6.3289313    4.5131664
  -6.0722923   14.358521    -6.507976     1.6089334   16.269215
  -1.910433     1.7777667   -8.475896   -10.165177     1.1386828
   5.5354877   -6.4779944    8.083196    -1.5255141   -4.1554
   1.095805    11.914459     8.029278    -5.4428263   -1.4473243
   2.8066525    2.4378674    2.743213    -6.7502294   -1.6521162
   1.936408    -4.5426073   -1.1232274   -0.874243     2.0522492
  -2.1469054   -5.664401    -4.563657    -6.112619    -1.2479508
   4.649273    -0.6758779   -4.9839234   -1.4519291   -0.58955663
   1.4906253    1.98012      0.40628195  -0.48697752   1.142927
   0.47639906  -1.7946233    2.6438603   -0.92632914   1.8770596
  -2.645834     1.4764881   -3.0365465   -0.78813577  -1.9478174
  -7.332156     3.1934323   -0.09925528  -0.91811657   0.6221479
  -4.5799866    3.531241     0.21429083   2.8614845    2.6789134
   4.6848564   -2.6795046    0.27663437   3.4223485   -2.6824753
  -2.7977974   -1.4883286   -2.8882053    2.7675438   -1.1262572
   2.7753682   -4.170591     1.9427378    6.5006785   -2.5474787
   0.8713166    2.3916612   -1.7160207    1.4926677    0.5126991
  -3.6904469    1.3903649    0.33622396  -1.0816747   -0.914137  ]",41.98965835571289,44.48220443725586,49.154144287109375,52.26725387573242,52.4709358215332,574,288,141,446,91,Lee_Won_Jong.png,Yoon_Jung_Il.png,Hong_Kyung_Min.png,Oh_Chang_Seok.png,Kim_Jung_Hoon.png
283,Min_Woo_Hyuk.png,"[-13.679022     9.654023    -4.616261    -6.5761733   -6.4788837
 -11.153515    -0.7042657   -4.049286     0.54797435   5.316549
   0.7625776   -4.306679     2.6252246    1.7742503    0.6168684
  -1.1192538    1.6839173   -1.1390661    1.2215402    1.0223501
  -1.2321475    1.210561    -1.2025234   -4.26496      1.7436309
   1.4915342    1.002154     5.661991     3.8309622    1.9346702
   0.36484885  -0.8789846   -0.5491946    3.6473334   -2.6093965
   0.39191884  -1.4612199    4.153689    -0.6497592   -4.6765685
   2.2441373    1.959522    -1.7412848    0.6564963   -1.3807182
   0.22447467   3.0164287   -0.10755467  -0.56840104   0.70152974
   0.7602404   -1.6505994    0.93296605  -0.44167045  -1.2807692
   2.7081816    1.2476044    0.8526176   -0.74513596   0.6858398
   0.21130297  -0.02338837  -1.5400108    0.27896112  -3.317803
   1.3869749   -1.510561    -0.4401854   -0.13022414   0.7483538
  -3.9301348    2.1816623   -1.8779056    0.04697643   0.22153777
   0.9798015   -1.753207     0.51977324   0.8166724    0.53638405
   0.98158944  -0.23763242  -0.22106454  -1.9500923    0.79668355
  -0.0933906   -1.5117259   -2.193422    -0.68015385   0.24693199
   1.9170961    0.18143523   1.3489163   -0.9933291   -1.2150123
   1.2155657    1.0159339    1.1614779    0.06855588  -0.16263977]",25.67544174194336,26.284934997558594,26.30838394165039,26.98451042175293,26.984804153442383,426,79,514,32,527,Kim_Dae_Myung.png,Ahn_Jae_Hyun.png,Choi_Ro_Woon.png,Choi_Seo_Hyuk.png,Choi_Min_Ho.png
284,Go_In_Beom.png,"[-3.8942063e+00 -2.2024914e+01 -1.3374975e+01 -3.1883307e+00
  9.6539898e+00 -1.6175653e+00 -1.0754486e+01  1.0751040e+00
  7.0384388e+00 -4.8289003e+00 -6.6813045e+00 -2.5236011e+00
 -1.4305488e+00 -7.0187390e-01  9.9542910e-01 -9.8175436e-02
 -8.5311246e-01 -2.9443700e+00  4.1518908e+00 -7.4378014e-01
  5.1645808e+00 -9.6181750e-01  8.2868910e-01  1.2658276e-02
 -1.1268233e-01 -1.3814620e+00  1.1188142e+00 -2.0793703e+00
  2.1477635e+00 -7.6773281e+00  6.1924868e+00  3.2792661e+00
  9.4569707e-01 -1.0530208e+00  3.2811821e+00 -2.4541028e-01
 -2.1334338e-01  2.8468304e+00  3.9806094e+00  1.0239110e+00
  1.5380129e+00  1.4338293e+00  4.7129431e-01  2.2189472e+00
  7.7915651e-01  1.6480594e+00  1.1993889e+00 -3.7960181e+00
  3.0737035e+00  5.9961009e-01  1.4481692e+00  1.9633631e-01
 -8.5037947e-01 -1.1399548e-01  3.9076889e+00  4.8666552e-01
  1.5441146e+00 -1.1757822e+00 -1.4137158e-01 -8.5384333e-01
  1.6351283e+00  2.0375934e+00 -7.1528053e-01 -9.8207432e-01
  1.2173618e+00  4.9537882e-01  2.5215402e+00  9.1771215e-01
  1.3137304e+00  2.8791487e+00 -3.1030869e+00 -2.8557789e-01
 -6.7827582e-01  1.7050047e+00 -5.6456357e-01  2.6436038e+00
 -1.1239769e+00  1.7742187e+00  1.2105866e-01 -5.3653187e-01
 -2.8465602e+00  4.9790394e-01 -1.3136711e+00 -1.3712687e+00
  6.4137466e-02 -5.2933842e-01  6.6793239e-01  1.6405571e-01
 -2.3192432e+00 -2.8206462e-01 -2.7209923e-01  7.5725746e-01
  1.6533737e+00 -2.5695224e+00  1.8344866e+00  3.0923346e-01
  1.2776357e+00 -1.6083131e+00  1.1896062e+00 -1.0419381e-01]",28.048364639282227,28.129165649414062,30.212419509887695,31.829309463500977,32.04774475097656,504,492,69,523,227,Shin_Ha_Kyun.png,Yang_Ik_Jun.png,Seo_Ji_Hoon.png,Choi_Sung_Ho.png,Hwang_Woo_Yun.png
285,Oh_Se_Hun.png,"[-9.366551   10.103282   -3.9802308  -5.475646    2.3227413  -4.197493
  2.8228579  -5.332287   -7.6626334  -4.2924685   4.3797073   6.651202
  2.6206129  -2.5293877  -4.4137473   3.3055363  -5.771026    8.969706
  8.853592    0.34143287 -2.773051   -4.726187    3.9208157  -3.833393
  3.8350585   4.6762986   7.7659216   1.4964007   2.7650824   2.8832715
 -4.0292735  -3.863564    2.6944692   1.1743861   2.1593704  -5.945755
  0.35011053  2.6439674  -0.02027783  1.447348    1.2984587   0.9151123
 -0.48821077 -0.61563766 -0.1954186  -3.594444    0.8008189  -0.8707297
  0.79292107 -0.32140929  3.8353534   1.8637345   1.2151427   1.674371
 -3.5688365   1.7784851   0.64997566 -0.9886926  -4.391027    0.4115392
  1.2665384   0.02494124 -0.5579456   1.3934267  -3.2135792  -1.6031328
  1.7816311   1.0803087   3.188099   -2.363012    0.8419694   0.89622706
  1.6903436  -1.8063663  -1.3653727  -0.92149574  1.687303    0.48509905
  1.6710199   1.4924326  -2.2731295   0.81134653  1.9858956  -0.4228468
  0.87372804  2.272279    2.741684   -0.80252147 -0.78054166  0.35362798
 -1.4832726   0.39270437  1.0128131   2.7746162   0.1547103   0.05770051
  0.16597567 -1.2514284   0.5067178   0.5505176 ]",30.23153305053711,30.8399600982666,32.5302619934082,32.92750930786133,33.400482177734375,424,514,426,229,453,Kim_Hee_Chan.png,Choi_Ro_Woon.png,Kim_Dae_Myung.png,Song_Joong_Ki.png,Byeon_Woo_Seok.png
286,Lee_Tae_Sun.png,"[ -6.170942    -7.651582   -14.303698    -1.9999721   11.841256
  -9.951395    -5.1808352    3.9785528    0.28042012   5.912455
   0.92427313  -3.2584789   -1.8141744   -4.1279545   -3.8042705
   2.0706995   -1.5682303    6.8883724   -0.3784153    2.2245152
  -0.01724301   1.7780396   -1.7166196    0.5449161    2.4530613
   1.4596257   -2.5115786   -2.3450866    1.3695046   -2.42977
  -3.8751776   -1.6966529   -0.8081926    1.1940364    0.4503677
  -1.8381401   -2.4758158   -2.8953674    1.9575629   -0.5687583
  -2.2615633   -0.5950761   -1.8297455    0.38985124   0.0367187
   0.39352316   0.27333122  -0.02911711  -1.878224    -0.74053645
   2.2935522   -0.21432282  -1.7614882   -1.1188322   -0.73451144
  -1.9469572   -1.1223524   -0.68617797   0.04426748  -0.4140746
   0.0963776   -0.544623     0.1863582    1.3967882    1.222552
  -0.9709264    1.407105     2.3255465   -0.8188021    0.5641366
  -0.7970746    0.37441254   0.80624944  -0.3214048    2.545515
  -0.9041899   -1.350257     2.0372958    1.8060359    0.7519997
  -2.7406538    1.5697877    0.7860199    0.56928146  -1.6112087
  -0.6184188   -0.64289623   0.05205097  -1.5969348    0.12934731
  -0.8600407   -0.92605907  -0.7289037   -1.191344     1.0500327
   0.07122447   0.08922222  -0.23236862   0.22659995   0.45893067]",19.936189651489258,23.507591247558594,24.707618713378906,24.86469268798828,25.584991455078125,69,370,556,80,227,Seo_Ji_Hoon.png,Lee_Kwang_Soo.png,Min_Jin_Woong.png,Kang_Hyun_Joong.png,Hwang_Woo_Yun.png
287,Kai.png,"[-3.5512424  22.865276   -1.5417625   5.1004944  -2.0400445   3.333205
 -0.07082307  2.8447347   7.380886   -2.5925891   4.1143384  -2.1833177
 -2.6602712  -0.5512387  -4.141546   -0.6347791   8.040338   -4.5767303
  2.3463402  -2.6160383  -2.802155    1.667014    2.8386636   6.769556
  0.3162797   4.22536     2.0692663  -0.17111692 -0.8735244  -0.10895218
 -3.6338212   2.7614996  -1.9852017  -2.9163885  -2.0893183   2.594718
  1.1153607   0.55365574  0.71520764  2.6377738   0.8762529  -3.4277115
  2.410673   -0.68070596 -0.34556282 -0.79987717  0.99304664  0.29218507
 -2.0449698   1.2678515  -1.6737616   2.4101644   1.9257088   0.6683395
 -0.47759432  2.7758672  -3.2734306  -1.3980737   2.6040149  -0.59344316
  3.9950087  -1.7990627   1.776228    1.0494183   1.6141645   0.87049496
  1.3911746  -0.94340575  0.9342735   0.7451476  -1.0678711   0.26828653
 -0.793192    0.4505471   0.18461642  0.47978902  0.81763995 -1.4012463
 -0.06919739 -0.72227335  0.4584449  -0.37919214  1.2667639  -0.8914596
  0.04064716 -0.73051465  1.0188514   0.83629715 -0.4504539   1.191976
  0.7552545  -0.28798977 -1.0520482   0.8835954   1.307573   -3.041823
  2.202951    0.02558408 -0.35520452 -0.687207  ]",28.297704696655273,28.379077911376953,28.5900936126709,28.88084602355957,30.120283126831055,321,305,558,535,280,Yoo_Seung_Ho.png,Kim_Sung_Joo.png,Kang_In_Soo.png,Yoon_Shi_Yoon.png,Jang_Geun_Suk.png
288,Yoon_Jung_Il.png,"[ 7.8574529e+00  9.8481617e+00 -8.5078487e+00 -1.6348272e+01
 -6.0163250e+00  3.0861781e+00 -2.6192451e+00 -2.1242077e+01
  3.4836464e+00  1.6276438e+01 -4.4426265e+00  5.2237463e+00
 -3.5867705e+00 -4.2219124e+00  8.2008438e+00 -4.0764751e+00
  1.7711060e+00  1.5947549e+00 -6.2536888e+00  8.1290090e-01
  8.4900993e-01 -5.7051435e+00  2.9153211e+00 -2.0121269e+00
 -6.4298835e+00  4.4979982e+00  6.0849867e+00  8.2296782e+00
  6.5722448e-01  3.5908899e-01 -2.1738417e+00  4.7900548e+00
  2.3925138e+00 -3.4653444e+00  8.4591651e-01  9.0706986e-01
 -7.4658904e+00  1.3093867e+00 -4.1235266e+00  4.8582309e-01
  3.0015287e+00  1.1337584e+00 -1.5508392e+00  8.0453742e-01
 -5.1408732e-01 -1.2762982e+00 -1.1528680e-01 -1.3799613e+00
 -1.8969022e-01 -2.7952769e+00 -7.5192571e-02  1.5414566e+00
  2.0024202e+00  4.5999601e-01  3.9814371e-01 -4.7388215e+00
  1.6933918e-02 -1.7721526e-02 -1.8121082e+00  6.3211882e-01
 -2.2734938e+00  4.7566754e-01 -5.2549881e-01 -9.9261636e-01
  5.4629207e-02 -1.6285069e-01 -1.5545557e+00  2.5434184e+00
  1.1350749e+00 -3.7331784e-01 -1.5495887e+00  3.4987772e+00
 -1.5355077e+00  2.3532658e+00 -1.4273056e+00 -4.1001306e+00
 -2.4743745e+00 -2.1805926e-01  2.8675857e-01 -2.4615827e+00
 -2.1176486e+00  7.1097505e-01 -1.4576662e+00 -7.5062895e-01
  3.1624479e+00 -3.3610127e+00 -3.3908131e+00  1.8877434e+00
  9.4336885e-01 -1.0953189e+00  6.1347693e-01 -1.3029373e+00
 -8.0773914e-01  1.9367485e+00 -9.2339599e-01 -1.6042969e+00
  1.4708914e+00  3.8356528e-01  1.6910712e+00 -7.4088937e-01]",38.02923583984375,40.121639251708984,40.17020797729492,40.64081954956055,41.52016830444336,187,426,191,249,114,Kim_Young_Min.png,Kim_Dae_Myung.png,Jung_Kyung_Ho.png,Park_Jung_Min.png,Lee_Hyun_Jae.png
289,Kim_Chang_Wan.png,"[ -9.501427   -15.966707     5.5922685   -2.0305033   -4.452526
  -1.6954986   -7.915153     4.4066153    4.621379     0.62947243
  -7.3495917    6.034368     2.6864328    0.92783177   7.0772114
  -7.052196     4.106511    -2.0595508    8.393613    -0.53267574
   2.1884072    2.3714473   -3.4042025   -1.7785097   -0.43848985
   0.04760315   2.926158     3.0220237    5.6149197    6.2067404
   0.13186781   0.07101166   1.5397549    4.267413    -2.6363552
  -0.31699306   1.2864072   -0.653844    -2.656199     1.6934446
  -1.033658     3.583072     1.6455206   -2.1482797   -2.6502907
  -0.33995616  -2.1068802   -0.8005055   -0.02997462   0.9641187
  -2.4012637   -0.14974846   1.4335036    3.5796223   -0.15634327
  -0.5881718    1.754011     1.7070087   -0.4892105   -0.41098884
  -1.0321728   -1.5787604   -0.5930489    1.487194    -1.9580648
  -1.8111284   -0.30342433  -1.8717978   -1.0631516   -2.3759785
   1.2286491    2.2281847    0.31552282   0.31759286   1.5798919
  -2.0864077   -0.01831038  -1.4302375   -1.624988    -0.90484655
   0.83074486   1.3977647   -0.54892087   1.5741189   -0.3761366
   0.8949274   -0.84155226   2.3078952    0.28035933   0.8539475
  -1.3659488    0.6620138   -2.8436117    0.85627365   2.1155682
   0.27611184  -1.0384538    1.8403683    1.1357663    0.56176436]",30.45416259765625,32.526123046875,33.85755920410156,33.9288444519043,33.99150466918945,534,176,189,115,297,Lee_Kyu_Hyung.png,Kang_Ji_Hwan.png,Jo_Dong_Hyuk.png,Kim_Tae_Hoon.png,Tak_Woo_Suk.png
290,Lee_Tae_Hwan.png,"[-2.0162300e+01 -5.4491863e+00  1.3198372e+01 -7.3792672e+00
 -1.2618391e+01  3.3986821e+00  1.6170415e+00 -6.4227819e+00
  1.6944714e+00  1.4682278e+01 -7.9322672e-01 -2.2812955e+00
 -2.1424539e+00  6.6695642e+00 -4.6251159e+00 -1.4227501e+00
  8.8584000e-01 -2.4179480e+00 -3.9925549e+00  3.1651356e+00
 -8.4670067e-01  5.5743871e+00  2.5326972e+00 -2.6825609e+00
  8.9069200e-01  4.1912880e+00 -7.4855652e+00 -4.4371328e+00
 -3.7517385e+00  1.8820069e+00  3.5424960e+00  9.1021848e-01
 -4.1294665e+00  6.8953638e+00  2.8560386e+00  8.8152999e-01
  2.5609109e+00  5.9810281e-04  1.2279830e+00  3.0294533e+00
  1.8816106e+00 -1.5259057e+00 -1.7172024e+00 -4.1153316e+00
  1.1316721e+00  4.6783960e-01 -4.0642366e+00  7.3645705e-01
  4.1301489e+00  1.0886567e+00 -2.8624008e+00  4.8973799e-01
 -5.8729869e-01 -1.5529723e+00  2.2437456e+00 -3.1662664e+00
 -9.2060268e-01  3.6970410e-01  1.4088327e+00  8.2036781e-01
 -1.7962728e+00  6.2292576e-02 -1.7069969e+00 -1.6235620e+00
 -9.0282410e-01 -4.2610461e-01 -5.6896335e-01 -3.7530844e+00
  2.1005124e-01  2.4915725e-02 -4.6987748e+00 -7.7553028e-01
  1.4677918e+00  2.6692348e+00  1.0800852e+00 -2.7956126e+00
  1.5739794e-01  1.4396048e+00  3.2260225e+00  1.0166966e+00
  2.2031485e-01  4.7171092e-01  8.0396503e-01 -3.7519807e-01
  7.8627658e-01  2.3951411e+00  1.1403406e+00 -3.6672008e+00
 -3.0091372e+00 -1.2599905e+00 -1.0605485e+00 -2.6626021e-02
  2.5413833e+00 -9.1683042e-01 -1.8541728e+00  2.7897155e-01
  1.7653982e-01 -1.1198735e-01  1.7473494e+00 -4.7122437e-01]",34.855472564697266,36.97751998901367,37.05989456176758,38.174190521240234,38.256134033203125,448,38,510,133,513,Choi_Chan_Ho.png,Park_Yoo_Chun.png,Jung_Yong_Hwa.png,Kim_Kang_Min.png,Yang_Se_Jong.png
291,Alex.png,"[ 23.220003    -7.7266197   -1.5133486  -12.651036    -8.855464
  -9.213132   -15.557972     1.5664582    2.5072389   -5.017582
   6.853695     2.4596543    3.9350545    1.5389742    0.73326665
   3.4430153    8.1312685   -1.2468532   -3.646461     5.2480826
  -1.0629407   -6.219392     2.8701212   -0.13265395   4.838186
   2.644801     2.1963232   -2.455779    -2.8971364   -1.2710911
  -2.1340303    1.5262225   -0.43875363   0.74467516  -0.39324093
  -5.9267354    0.9432213    0.40208814  -4.560434    -3.6171322
  -7.5337934    0.13456295   1.8453186   -2.5096927   -2.9868731
   1.3728193    1.5365508    0.5084127   -2.8396232   -3.8646202
   4.304559     0.6775044    1.5718645    5.1881266    1.6139648
   0.5055548   -0.41537917   4.049125     2.7402623   -1.344797
   0.772622     0.6793421   -2.866358     1.1175902    0.8660842
   0.68037415   2.5826893   -0.61491406   0.2521492   -0.91981375
   2.3734105   -0.5812954    0.3714974    0.05106148  -0.6498161
  -1.3088052    2.42258     -1.5959172    1.6934742    1.4982069
   1.4362903   -3.1273513   -3.365173     0.20540221  -1.1216354
  -0.83683234  -2.5511098    1.337235     1.6809503    0.9248289
  -2.220138     2.3310783    1.1146675   -0.03304089  -0.10291119
   2.7964222    0.5082402   -0.70293325  -1.2580026   -1.7631356 ]",35.89983367919922,36.100154876708984,36.666507720947266,39.36039733886719,39.75175094604492,515,529,463,11,141,Kim_Nam_Gil.png,Jo_Han_Chul.png,Yoon_Joo_Sang.png,Lee_Do_Kyung.png,Hong_Kyung_Min.png
292,Lee__Han_Wi.png,"[ -2.6497903  -13.829079    -0.16603869  -8.62713     -2.1481402
   3.1245553   -8.367794    -1.1015587    8.45149     15.0121565
   6.0031486    6.546268    -6.2836785    0.29120836   2.1351523
  -7.4589224    4.1602917    4.843951    -2.7946782   -0.59843206
  -1.9994683   -0.09187406   2.3918378    2.9930165    2.2611334
  -1.845017     1.269319    -3.130301     4.112471     0.97012144
   0.5913097   -2.2524161   -4.6878314   -0.8025744    0.096983
  -0.5826137    3.0936477    2.72718      0.2908786    2.010821
   0.8929351    0.38670427   2.389969    -1.6303167   -3.0743217
   2.9614282   -1.6815203    2.5043204    0.5698711   -4.8940053
  -0.8715132   -0.17937735   1.8490032    0.49499658   2.9934945
  -2.8379693    3.9345112   -4.61874      1.6432793    2.5927136
  -1.7280265    3.1915698    1.2749394    1.6307013   -0.40553677
   1.5793585    2.8950942   -0.9713293    0.06813064   0.8652455
  -0.32047644  -0.48630905   1.0088116   -0.07140954  -1.424978
  -3.058886     1.2291696    0.9224926    2.5734446   -1.6873711
   1.4084537   -2.6583643    0.5519074    0.33579034  -1.7338046
   1.6319883    1.353447     0.3767718   -1.1574723    4.47906
  -1.9742092    2.3230484   -0.55211973   1.0414345   -1.873782
   1.9421101   -0.3841806    1.0465908    1.9677881    2.0969923 ]",33.2919807434082,34.773887634277344,36.7730712890625,36.78325653076172,36.999481201171875,89,187,500,105,297,Kang_Ki_Young.png,Kim_Young_Min.png,Jung_In_Ki.png,Kim_Sung_Oh.png,Tak_Woo_Suk.png
