Title,Ratings,Ranked,Popularity,Actor 1,URL 1,Actor 2,URL 2
It Was Love ,7.8, #28963, #99999,Kim Bo Kyung,/people/402-kim-bo-kyung,Ahn Jae Mo,/people/859-ahn-jae-mo
Still You,6.7, #41227, #99999,Shin Eun Kyung,/people/290-shin-eun-kyung,Kim Seung Soo,/people/911-kim-seung-soo
"TV Novel: Love, My Love",6.9, #39154, #99999,Kim San Ho,/people/642-kim-san-ho,Song Min Jung,/people/2916-song-min-jung
I Love You,7.5, #32474, #99999,Lee Jae Hwang,/people/1514-lee-jae-hwang,Yoon Hae Young,/people/3394-yoon-hae-young
The Miracle of Love,7.4, #32983, #99999,Jung Yoo Seok,/people/7282-jung-yoo-seok,Ahn Mi Na,/people/4353-ahn-min-na
The Scarlet Letter,6.9, #39561, #99999,Lee Seung Yeon,/people/1293-lee-seung-yeon,Kim Yun Joo,/people/3640-kim-yun-joo
Typically Women,7.1, #37836, #99999,Hwang  In Young,/people/2490-hwang-in-young,Oh Joo Eun,/people/4527-oh-joo-eun
TV Novel: Samsaengi,7.3, #34960, #99999,Hong Ah Reum,/people/2799-hong-ah-reum,Ji  Il Joo,/people/2541-ji-il-joo
"Smile, Mom",6.9, #39141, #99999,Yoon Jung Hee,/people/3742-yoon-jung-hee,Kang Min Kyung,/people/4166-kang-min-kyung
Good For You,7.0, #38068, #99999,Lee Hyung Chul,/people/382-lee-hyung-chul,Ha Hee Ra,/people/1277-ha-hee-ra
TV Novel: Abiding Love Dandelion,7.1, #36855, #99999,Kim Ga Eun,/people/2392-kim-ga-eun,Hong In Young,/people/8084-hong-in-young
Why Didn't You Get Married?,7.0, #99999, Not Yet Rated,Im Chae Sun,/people/2995-im-chae-sun,Lee Kyung In,/people/6221-lee-kyung-in
Oh My God,7.9, #99999, Not Yet Rated,Lee Eung Kyung,/people/1194-lee-eung-kyung,Lee Byung Joon,/people/1695-lee-byung-joon
TV Novel: Eun Hui,6.9, #39140, #99999,Lee Jun,/people/5347-lee-jun,Choi Yoon So,/people/1210-choi-yoon-so
Ladies of Storm,7.0, #38416, #99999,Park Sun Young,/people/499-park-sun-young,Go Eun Mi,/people/1660-go-eun-mi
Oh My God 2,9.0, #99999, Not Yet Rated,Lee Byung Joon,/people/1695-lee-byung-joon,Song Chae Hwan,/people/3411-song-chae-hwan
Ugly Miss Young Ae Season 13,7.2, #36524, #99999,Kim Hyun Sook,/people/1156-kim-hyun-sook,Lee Seung Jun,/people/4576-lee-seung-jun
TV Novel: Gold Land,7.1, #37111, #99999,Kang Ye Sol,/people/3459-kang-ye-sol,Kang Eun Tak,/people/8062-kang-eun-tak
Ugly Miss Young Ae Season 7,7.2, #36056, #99999,Kim Hyun Sook,/people/1156-kim-hyun-sook,Kim San Ho,/people/642-kim-san-ho
Hometown Over the Hill 2,6.5, #42006, #99999,Song Ki Yoon,/people/8650-song-ki-yoon,Lee Ja Min,/people/9676-lee-ja-min
Can't Take It Anymore,7.1, #37333, #99999,Lee Young Eun,/people/689-lee-young-eun,Kim Jin Woo,/people/1899-kim-jin-woo
Iron Lady Cha,6.8, #40136, #99999,Kim Bo Yun,/people/2912-kim-bo-yun,Oh  Gwang Rok ,/people/2503-oh-gwang-rok
Begin Now,10.0, #99999, Not Yet Rated,Jin Hye Won,/people/10646-jin-hye-won,,
Why Do Women Always Get Upset?,7.0, #38369, #99999,Yoon Ye Joo,/people/7233-yoon-ye-joo,Kook Dong Yeon,/people/12120-kook-dong-yeon
Flirty Boy and Girl,6.1, #99999, Not Yet Rated,Seo Joon Young,/people/1744-seo-joon-young,Park Hee Bon,/people/3856-park-hee-bon
Ugly Miss Young Ae Season 15,7.3, #35114, #99999,Kim Hyun Sook,/people/1156-kim-hyun-sook,Lee Seung Jun,/people/4576-lee-seung-jun
TV Novel: In Still Green Days,7.1, #37866, #99999,Song  Ha Yoon,/people/428-song-ha-yoon,Lee Hae Woo,/people/2778-lee-hae-woo
Always Springtime,6.9, #39765, #99999,Kim So Hye,/people/12080-kim-so-hye,Kang  Byul,/people/2553-kang-byul
I'm Not A Girl Anymore,6.6, #99999, Not Yet Rated,Park Kyung Ri,/people/9311-park-kyung-ri,Hong Jin Ho,/people/8262-hong-jin-ho
Secret Crushes: Season 2,7.3, #34490, #99999,Jo Ki Sung,/people/27001-jo-ki-sung,Kim Soo In,/people/22593-kim-su-in
Romantic Movement In Seoul,6.5, Not Yet Rated, 68,Min Hyo Rin,/people/820-min-hyo-rin,Defconn,/people/15938-defconn
Hello Busking,7.1, #99999, Not Yet Rated,Lee Seung Yub,/people/7538-lee-seung-yub,Dowoo,/people/7536-kim-hyung-koon
A Touch On Your Cheek,7.3, #99999, Not Yet Rated,Kim Ji Sung,/people/13796-kim-ji-sung,Min Sung,/people/14553-min-sung
My Neighbor Soo Jung,6.3, #43109, #99999,Jung Chun Seok,/people/12612-jung-chun-seok,Kim Kang Hyun,/people/5931-kim-kang-hyun
Backflow,7.2, #36651, #99999,Shin Da Eun,/people/3726-shin-da-eun,Lee Jae Hwang,/people/1514-lee-jae-hwang
Hong Ik Super,7.4, #32973, #99999,Park So Jin,/people/8080-so-jin,Lee Yi Kyung,/people/4754-lee-yi-kyung
Moment,7.0, #99999, 13+ - Teens 13 or older,Lee Hyang Suk,/people/11205-lee-hyang-suk,Shon Min Ho,/people/16251-shon-min-ho
Romantic Boss,7.0, #99999, Not Yet Rated,Hwang Chan Sung,/people/1641-hwang-chan-sung,Kyung Soo Jin,/people/2690-kyung-soo-jin
Supernatural,7.0, #99999, Not Yet Rated,Park Sun Woo,/people/28905-park-sun-woo,Kim Hye Yoon,/people/21677-kim-hye-yoon
Office Watch 2,7.5, #99999, Not Yet Rated,Jin So Yeon,/people/22781-jin-so-yeon,Cho So Bin,/people/22783-cho-so-bin
Listen To Her Heart,6.6, Not Yet Rated, 194,Ji Eun Sung,/people/7934-ji-eun-sung,Jo Hyun Young,/people/8112-jo-hyun-young
"I'm a Mother, Too",7.6, #31223, #99999,Lee In Hye,/people/1504-lee-in-hye,Woo Hee Jin,/people/1461-woo-hee-jin
All the Love in the World: Season 2,10.0, #99999, Not Yet Rated,Yun  Joon Suk,/people/1845-yun-joon-suk,Sol Bin,/people/13854-ahn-sol-bin
Ugly Miss Young Ae Season 16,7.3, #35323, #99999,Kim Hyun Sook,/people/1156-kim-hyun-sook,Lee Seung Joon,/people/9936-lee-seung-joon
Good Morning Double-Decker Bus,7.6, #99999, 13+ - Teens 13 or older,Dong Hyun,/people/5142-kim-dong-hyun,Seola,/people/20013-seola
I Want to Do It with You,7.1, #99999, 15+ - Teens 15 or older,,,,
All the Love in the World: Season 3,8.7, #99999, Not Yet Rated,Yang Jung Won,/people/15692-yang-jung-won,Lee Seung Hyub,/people/14540-lee-seung-hyub
My Ex Diary,7.8, Not Yet Rated, 118,Lee Do Gyeom,/people/13934-lee-do-gyeom,Jung Yi Seo,/people/20135-jung-yi-seo
72 Seconds: Season 2,7.4, 15+ - Teens 15 or older, 36,Jang Hee Ryung,/people/13650-jang-hee-ryung,Pyo Ye Jin,/people/11573-pyo-ye-jin
72 Seconds,7.3, 15+ - Teens 15 or older, 46,Jang Hee Ryung,/people/13650-jang-hee-ryung,,
Mepsi Meow,7.3, Not Yet Rated, 59,Seo Ji Hoon,/people/12436-seo-ji-hoon,Oh Ah Yun,/people/7001-oh-ah-yun
Best Teamwork,7.2, #99999, Not Yet Rated,Choi Chan Ho,/people/21772-choi-chan-ho,Choi Woo Seong,/people/29915-choi-woo-seong
Paparazzi Girlfriend,6.1, Not Yet Rated, 145,Geum Sae Rok,/people/17947-geum-sae-rok,Lee Seung Yub,/people/7538-lee-seung-yub
Madam Cha Dal Rae's Love,7.2, #35797, #99999,Ha Hee Ra,/people/1277-ha-hee-ra,Ahn Sun Young,/people/1991-ahn-sun-young
72 Seconds: Season 3,7.7, 15+ - Teens 15 or older, 38,Jang Hee Ryung,/people/13650-jang-hee-ryung,Pyo Ye Jin,/people/11573-pyo-ye-jin
Love Your Korea Glow,7.2, #35882, #99999,Kim Bo Ra,/people/4421-kim-bo-ra,Park Sun Ho,/people/7066-park-sun-ho
The Sensible Life of Director Shin,7.8, Not Yet Rated, 49,Cho Byeong Kyu,/people/10911-jo-byung-kyoo,Yoon So Mi,/people/16784-yoon-so-mi
Man in the Shower,7.5, Not Yet Rated, 60,Lee Joo Myung,/people/23873-lee-joo-myung,Park Sang Hwi,/people/40035-park-sang-hwi
Mood Maker,7.2, #36103, #99999,Kim Myung Ji,/people/25993-kim-myung-ji,Son Hyun Woo,/people/36511-son-hyun-woo
Our Love Story,7.5, Not Yet Rated, 236,Kang Yoon Je,/people/15254-kang-yoon-je,Kim Hyun Ji,/people/22736-kim-hyun-ji
Love Security,6.6, #41423, #99999,Kim Yoo Jung,/people/17785-kim-yu-jeong,ZN,/people/9401-zn
Romantic Witch's Starlight Sonata,6.5, #99999, Not Yet Rated,Cha Yoo Jin,/people/23783-cha-yoo-jin,Jo Yoon Joo,/people/23784-jo-yoon-joo
Lies of Spring,6.7, #99999, Not Yet Rated,Kim Jong Hyo,/people/48417-kim-jong-hyo,,
"Drink, Sing and Dance Season 2",7.4, #32982, #99999,Cho Byeong Kyu,/people/10911-jo-byung-kyoo,Kim Yoon,/people/36363-kim-yoon
Love is Actually With You,6.4, #99999, 13+ - Teens 13 or older,Kim Ga Young,/people/9219-kim-ga-young,,
"380,000 km Between You and Me",7.9, #28054, #99999,Choi Sang Bae,/people/24763-choi-sang-bae,Kwon Sun Hyung,/people/24765-kwon-sun-hyung
Lemon Car Video,7.1, #37385, #99999,Lou,/people/22143-lou,Jang Do Yoon,/people/6102-jang-do-yoon
"Hello, Stranger",7.4, #99999, 13+ - Teens 13 or older,Lee Seol,/people/19843-lee-seol,Song Geon Hee,/people/21678-song-geon-hee
SURF 101: Intro to Romance,7.5, #99999, 13+ - Teens 13 or older,Choi Woo Jung,/people/22494-choi-woo-jung,Min Chan Ki,/people/4698-min-chan-ki
Between Friends,8.0, Not Yet Rated, 15,Park Moon Ah,/people/5843-park-moon-ah,Chae Jong Hyeop,/people/32961-chae-jong-hyeop
Hello? Spring is Coming,7.3, #99999, Not Yet Rated,Yoon Sang Yi,/people/41413-yoon-sang-yi,,
Really Lily?,7.2, #99999, 15+ - Teens 15 or older,Kim Eun Jung,/people/2584-kim-eun-jung,,
MU:D Vol. 1,6.4, #99999, Not Yet Rated,Kim Yun Jeong,/people/53195-kim-yun-jeong,,
The Worst Break-up in My Life,10.0, #99999, Not Yet Rated,,,,
Instant Romance,7.8, #99999, 13+ - Teens 13 or older,Seo Ji Hye,/people/28093-seo-ji-hye,Ryeoun,/people/23633-ryeo-woon
Jal Pa Gin Love,6.8, #40271, #99999,Joo Hye Ji,/people/22516-joo-hye-ji,Lee Jong Won,/people/19955-lee-jong-won
Dream Change Laundromat,7.5, 13+ - Teens 13 or older, 45,Jei,/people/11012-jei,Kang Hui,/people/11463-kang-hee
In-Out Sider,7.5, #32650, #99999,Seola,/people/20013-seola,Im Se Joon,/people/16825-im-se-joon
My Ghost Brother,6.8, #40043, #99999,ZN,/people/9401-zn,Go Ho Jung,/people/17017-go-ho-jeong
"Drink, Sing and Dance",7.1, #99999, Not Yet Rated,Cho Byeong Kyu,/people/10911-jo-byung-kyoo,Kim Yoon,/people/36363-kim-yoon
Autumn Blossom,6.5, #42034, #99999,,,,
Travel Through Romance 2,6.9, #39498, #99999,Kim Joon Kyung,/people/37967-kim-joon-kyung,Kim Ha Rim,/people/20006-kim-ha-rim
Travel Through Romance,6.7, #41297, #99999,Kim Joon Kyung,/people/37967-kim-joon-kyung,,
Real High School Romance Season 2,8.2, #26828, #99999,Moon Sang Min,/people/36335-mun-sang-min,,
Travel Through Romance 1.5,6.9, #39780, #99999,Gongchan,/people/10906-gongchan,,
Short Paper: Season 1,7.5, #99999, Not Yet Rated,Lee Ga Hee,/people/41345-lee-ga-hee,Jeon Gun Woong,/people/41353-jeon-gun-woong
Engineering Sensibility,9.0, Not Yet Rated, 86,Yeon Seung Ho,/people/17468-yeon-seung-ho,Lee Yoo Jin,/people/41455-lee-yoo-jin
Shall We Link,6.7, Not Yet Rated, 70,Yeon Seung Ho,/people/17468-yeon-seung-ho,,
The Sloppy Life Of Kang Dae Choong,7.5, #99999, Not Yet Rated,Jung Yeon Joo,/people/2383-jung-yeon-joo,Feeldog,/people/6840-oh-gwangsuk
I Need Standards,8.2, #99999, 13+ - Teens 13 or older,,,,
Somestary?! Sharehouse,6.9, Not Yet Rated, 98,Ahn Dae Kyum,/people/22930-ahn-dae-kyum,Kim Seo Ha,/people/40611-kim-seo-ha
Work & Love Balance,8.0, Not Yet Rated, 19,,,,
"Suddenly, Mood, First Love",7.2, #35847, #99999,Kim Min Joo,/people/41519-kim-min-joo,Lee Won Jong,/people/41471-lee-won-jong
Travelogue,8.3, Not Yet Rated, 57,Joo Ga Young,/people/46799-joo-ga-young,Jung Hyo Jun,/people/22284-jeong-hyo-jun
My Heart Flutters,7.1, #36829, #99999,,,,
A Guy Friend 14 Days Before,6.7, #40941, #99999,,,,
"Oh, Yeojeong",10.0, #99999, #99999,Lee So Hee,/people/21709-lee-so-hee,Oh Dong Min,/people/19823-oh-dong-min
Shall We Link 2,6.5, Not Yet Rated, 35,Yeon Seung Ho,/people/17468-yeon-seung-ho,,
Coffee Love Coffee,6.3, #43130, #99999,Kim Jong Hun,/people/22275-kim-jong-hun,Kim Doo Ri,/people/24073-kim-doo-ri
"Oh, Yeojeong: Summer",9.0, #99999, #99999,Lee So Hee,/people/21709-lee-so-hee,Jung Soo Ji,/people/9799-jung-soo-ji
"Oh, Yeojeong: Busan",6.0, #99999, #99999,Lee So Hee,/people/21709-lee-so-hee,Jang Won Hyung,/people/17873-jang-won-hyung
Coffee Love Coffee Season 2,6.2, #99999, Not Yet Rated,Kim Doo Ri,/people/24073-kim-doo-ri,,
Oh My God! Tip Series 3,7.4, #32932, #99999,Ken,/people/7932-ken,Park Kyung Ri,/people/9311-park-kyung-ri
Fall In Mulberry,8.4, #26244, #99999,Jo Ayoung,/people/5243-ah-young,Lee Shi Kang,/people/2543-lee-shi-kang
Love Is Jungle,6.0, #99999, #99999,Yang Ji Won,/people/9313-yang-ji-won,Lee Joo Bin,/people/19472-lee-joo-bin
The Pure Memories of My Heart,7.3, #35042, #99999,Choi Kyu Jin,/people/16406-choi-kyu-jin,Jeon Hyo Sung,/people/5889-jun-hyo-sung
As Your Heart Tells,7.0, #38058, #99999,Joo Hyun Young,/people/29929-joo-hyun-young,Eom Se Ung,/people/24275-eom-se-ung
Oh My God! Tip Series 2,7.9, #28347, #99999,Park Kyung,/people/16619-park-kyung,Eunha,/people/14542-eunha
Oh My God! Tip,7.3, #34710, #99999,Im Na Yeon,/people/16694-im-na-yeon,Lee Min Hyuk,/people/5219-lee-min-hyuk
Yeonnam Family,7.1, #16596, #99999,Chae Seo Jin,/people/10872-chae-seo-jin,Na In Woo,/people/9481-na-jong-chan
Summer Vacation,6.6, #41456, #99999,Seo Sung Hyuk,/people/17004-seo-sung-hyuk,Cho Yeong In,/people/39413-jo-young-in
"Sure, Sure",6.0, Not Yet Rated, 12,,,,
Blind,6.0, Not Yet Rated, 26,,,,
Natural Romance,7.4, #99999, Not Yet Rated,Mu Jin Sung,/people/22029-mu-jin-sung,Yoo Hye In,/people/10692-yoo-hye-in
Short Paper: Season 2,7.3, #99999, Not Yet Rated,Lee Shi Young,/people/38555-lee-shi-young,,
Do You Want to Play the Truth or Dare with Me? Reboot,6.6, #99999, Not Yet Rated,Yoon Sang Yi,/people/41413-yoon-sang-yi,Lee Eung Min,/people/23785-lee-eung-min
Afraid Of,7.5, #99999, Not Yet Rated,,,,
Winter Vacation,6.3, #43252, #99999,Seo Sung Hyuk,/people/17004-seo-sung-hyuk,Cho Yeong In,/people/39413-jo-young-in
Clumsy Love,6.7, Not Yet Rated, 109,Choi Si Hun,/people/29169-choi-shi-hoon,Kim Bum Su,/people/39909-kim-bum-su
LOVE-Imong,7.2, Not Yet Rated, 49,Kim Bum Su,/people/39909-kim-bum-su,Yoo Byung Hoon,/people/39923-kim-byung-hoon
Scene Number Paran,7.1, 13+ - Teens 13 or older, 81,Jung Hyo Jun,/people/22284-jeong-hyo-jun,,
With Coffee,8.2, Not Yet Rated, 130,Jung Da Eun,/people/14213-daeun,Wi Ha Joon,/people/16210-wi-ha-joon
Jump! Jump! Jump!,7.2, #36587, #99999,Jin Ye Ju,/people/14051-kim-yeon-seo,Kim Chul Min,/people/20037-kim-chul-min
About Youth,6.4, Not Yet Rated, 151,Kim Young Dae,/people/19007-kim-young-dae,Son Woo Hyun,/people/24379-son-woo-hyun
Uigeumbu,7.5, #99999, #99999,Lee Chung Gon,/people/41355-lee-chung-gon,Ahn Dae Kyum,/people/22930-ahn-dae-kyum
"Something Between Us, Comic Book Cafe No. 2",7.1, #99999, Not Yet Rated,Jung Min Gyu,/people/21372-jeong-min-gyu,Han Yoon Ji,/people/41443-han-yoon-ji
Short Paper: Season 3,7.3, Not Yet Rated, 39,Seo Soo  Min,/people/46045-seo-soo-min,,
Welcome to My Lab,8.2, #26729, #99999,Yoo Jun,/people/6778-hong-tae-ui,Lee Soo Min,/people/12046-lee-soo-min
My Dear Friend,6.9, 13+ - Teens 13 or older, 242,,,,
Welcome to My Lab 2,8.6, #99999, #99999,Yoo Jun,/people/6778-hong-tae-ui,Jung Taek Hyun,/people/21553-jung-taek-hyun
Confession Company,7.0, Not Yet Rated, 14,Jung Shin Hye,/people/19474-jung-shin-hye,Kim Dae Han,/people/32875-kim-dae-han
Hearts and Hari,7.1, #37125, #99999,Park Ji Ye,/people/23146-park-ji-ye,Kim Bum Su,/people/39909-kim-bum-su
Sweet and Salty Fairy,6.8, #99999, 15+ - Teens 15 or older,Han Seo Joon,/people/25131-han-seo-joon,,
The Female Friend Among Guys,6.9, Not Yet Rated, 173,,,,
Oh My Captain,8.2, #99999, 15+ - Teens 15 or older,Dong Hyun,/people/5142-kim-dong-hyun,Ha Yun Joo,/people/3211-ha-yun-joo
"Eat, Fight, and Live Together",7.5, Not Yet Rated, 12,Ahn Tae Hwan,/people/40883-ahn-tae-hwan,,
Some Light,6.3, 15+ - Teens 15 or older, 61,Nancy,/people/20233-nancy,Ha Min Woo,/people/16995-ha-min-woo
"Something Between Us, Summer Story",7.2, #99999, Not Yet Rated,Jung Min Gyu,/people/21372-jeong-min-gyu,Han Yoon Ji,/people/41443-han-yoon-ji
Youth Syndrome,7.7, 17, 0,Moon Yong Il,/people/39649-moon-yong-il,,
Arim Inn the Forest,7.8, 49, 0,Ha Jung Min,/people/38885-ha-jung-min,Kim Chi Won,/people/44805-kim-chi-won
"Something Between Us, Comic Book Cafe",7.9, #28512, #99999,Lee Yoo Mi,/people/10894-lee-yoo-mi,Kim Dong Kyu,/people/26037-kim-dong-kyu
Everyday Loves,7.8, 15+ - Teens 15 or older, 53,Im Do Yoon,/people/9695-im-do-yoon,Kim Sa Hun,/people/32547-kim-sa-hun
How To Deal With First Love,8.1, #99999, G - All Ages,Park Ji Soo,/people/39963-park-ji-soo,Lee Song Kyung,/people/48951-lee-song-kyung
Genome’s Romance,6.9, #39239, #99999,Kim Chan Mi,/people/12212-chanmi,Kang Yul,/people/15953-kang-yul
A Ticket to India,7.7, #99999, Not Yet Rated,Lim Young Ju,/people/47689-young-ju-lim,Shawn Jang,/people/56387-shawn-jang
LOVE-Imong 2,6.9, #99999, Not Yet Rated,Kim Bum Su,/people/39909-kim-bum-su,Yoo Byung Hoon,/people/39923-kim-byung-hoon
Multi Personality Girl,8.0, Not Yet Rated, 25,Jo Ah Young,/people/21175-jo-ah-young,Kim Ka Bin,/people/43571-kim-ka-bin
Someday,6.0, #99999, Not Yet Rated,,,,
"Teacher, Would You Like to Date Me?",7.6, G - All Ages, 121,Bae In Hyuk,/people/27249-bae-in-hyuk,Choi Ji Hui,/people/27237-choi-ji-hee
Sweat Romance,6.8, Not Yet Rated, 29,Jo Hyung Joo,/people/54613-jo-hyung-joo,Ki Eun Soo,/people/54617-ki-eun-soo
Ohlala School 1,8.0, #99999, #99999,Hwang Kwang Hee,/people/3154-kwang-hee,Kim Ye Won,/people/7014-kim-ye-won
No Bad Days,7.0, Not Yet Rated, 10,Bang Eun Jung,/people/20048-bang-eun-jung,Chae Jong Hyeop,/people/32961-chae-jong-hyeop
Sugar Coating,6.7, #99999, 15+ - Teens 15 or older,Xeheun,/people/23193-xeheun,Ahn Ye Won,/people/46081-ahn-ye-won
Just One Bite: Pilot,7.6, Not Yet Rated, 157,Kim Ji In,/people/20035-kim-ji-in,Seo Hye Won,/people/21355-seo-hye-won
Sweat Romance 2,7.3, #99999, Not Yet Rated,Jo Hyung Joo,/people/54613-jo-hyung-joo,Ki Eun Soo,/people/54617-ki-eun-soo
Luv Pub: Pilot,7.0, Not Yet Rated, 53,Lee Il Hyun,/people/23775-lee-il-hyun,Park In Hoo,/people/18596-park-in-hoo
Nineteen,8.1, #99999, Not Yet Rated,Han Sung Min,/people/30539-han-sung-min,Hyun Woo Seok,/people/48503-hyun-woo-seok
Romance Bible,7.9, #28023, #99999,Lee Jung Min,/people/14991-lee-jung-min,Oh Dong Min,/people/19823-oh-dong-min
Fool And Idiot,6.5, Not Yet Rated, 12,Yang Jung In,/people/53733-yang-jung-in,Guk Ji Yong,/people/53679-guk-ji-yong
Sandwich Theory,6.0, #99999, Not Yet Rated,Lee Se Hee,/people/34481-lee-se-hee,Kang Min Woo,/people/24081-kang-min-woo
Heart Fluttering Spring,7.3, #99999, Not Yet Rated,,,,
Sungkyunkwan Romance,9.0, Not Yet Rated, 21,,,,
Tell Me You've Changed,7.5, #99999, G - All Ages,Jang Eui Soo,/people/20269-jang-eui-soo,Park Shi An,/people/21014-park-shi-an
Cramped Love,8.3, #99999, Not Yet Rated,Laon,/people/39521-laon,,
Back to the 2008,8.0, #99999, Not Yet Rated,Kim Kook Heon,/people/16978-xi-heon,Lee Gu Seul,/people/28483-lee-gu-seul
Yeokkeuni,6.5, #99999, G - All Ages,,,,
Someway,7.2, #36671, #99999,Kim Seo An,/people/34795-kim-min-ah,Jung Hyo Jun,/people/22284-jeong-hyo-jun
Daily Moon's,7.2, #99999, 13+ - Teens 13 or older,Jeong Ye Seo,/people/57409-jeong-ye-seo,,
Once Again,7.4, #33773, #99999,Park Jun,/people/57329-park-jun,Han Ji Hye,/people/438-han-ji-hye
My YouTube Diary 2,7.6, #99999, G - All Ages,Shim Hyun Seo,/people/39759-shim-hyun-seo,Park Sang Hoon,/people/25179-park-sang-hoon
Love Playlist Pilot,7.5, 15+ - Teens 15 or older, 137,Kim Hyung Suk,/people/15848-kim-hyung-suk,Lee Yoo Jin,/people/19901-lee-yoo-jin
Love Teenager,6.9, Not Yet Rated, 236,Nam Dae Jung,/people/57321-nam-dae-jung,Park Road,/people/57313-park-road
My Wonderful Roommate 2,7.0, #99999, Not Yet Rated,Son Ye Ji,/people/44333-son-ye-ji,Choi Joon Han,/people/53553-choi-joon-han
You I Didn't Know,7.8, Not Yet Rated, 27,,,,
The Reason I Hate You,6.9, Not Yet Rated, 31,Choi Ha Young,/people/23720-choi-ha-young,,
Life of Namjoo,7.3, #34194, #99999,Park Shi Woo,/people/4067-park-so-young,Kim Jin Gon,/people/24651-kim-jin-gon
Case Cell Division,10.0, #99999, #99999,Ham Eun Jung,/people/254-ham-eun-jung,Park Geon Il,/people/2686-park-geon-il
