Title,Ratings,Ranked,Popularity,Actor 1,URL 1,Actor 2,URL 2
"Meow, the Secret Boy",7.6, #2563, #331,Kim Myung Soo,/people/1552-l,Shin Ye Eun,/people/19700-shin-ye-eun
Wok of Love,8.0, #1064, #334,Lee Jun Ho,/people/5043-lee-jun-ho,Jang Hyuk,/people/181-jang-hyuk
Panda and Hedgehog,7.2, #3996, #336,Choi Jin Hyuk,/people/1328-choi-jin-hyuk,Lee Dong Hae,/people/1408-lee-dong-hae
Devilish Joy,7.9, #1254, #332,Choi Jin Hyuk,/people/1328-choi-jin-hyuk,Song  Ha Yoon,/people/428-song-ha-yoon
"King of Baking, Kim Tak Goo",8.1, #867, #330,Yoon Shi Yoon,/people/395-yoon-shi-yoon,Oh Jae Moo,/people/1647-oh-jae-moo
Missing 9,7.4, #3458, #320,Jung Kyung Ho,/people/698-jung-kyung-ho,Baek Jin Hee,/people/1652-baek-jin-hee
The Emperor: Owner of the Mask,8.0, #1140, #338,Yoo Seung Ho,/people/589-yoo-seung-ho,Kim So Hyun,/people/1851-kim-so-hyun
Twenty Again,8.1, #853, #342,Choi Ji Woo,/people/557-choi-ji-woo,Lee Sang Yoon,/people/694-lee-sang-yoon
Hotel King,7.8, #1836, #340,Lee Dong Wook,/people/274-lee-dong-wook,Lee Da Hae,/people/275-lee-da-hae
K-POP - The Ultimate Audition,7.0, #4301, #337,Go Eun Ah,/people/1423-go-eun-ah,Park Yoo Hwan,/people/1759-park-yoo-hwan
Ho Goo's Love,8.1, #888, #345,Uee,/people/213-uee,Choi  Woo Shik,/people/2551-choi-woo-shik
Marriage Contract,8.1, #871, #351,Lee Seo Jin,/people/699-lee-seo-jin,Uee,/people/213-uee
Mirror of the Witch,7.7, #2182, #346,Yoon Shi Yoon,/people/395-yoon-shi-yoon,Kim Sae Ron,/people/822-kim-sae-ron
Dream Knight,7.4, #3444, #349,Song  Ha Yoon,/people/428-song-ha-yoon,JB,/people/2109-jb
D-Day,8.3, #500, #341,Kim Young Kwang,/people/1944-kim-young-kwang,Jung So Min,/people/346-jung-so-min
Rich Man,7.4, #3447, #358,Suho,/people/7248-kim-joon-myun,Ha Yeon Soo,/people/5122-ha-yeon-soo
Strongest Deliveryman,7.9, #1278, #352,Go Kyung Pyo,/people/2374-go-kyung-pyo,Chae Soo Bin,/people/9225-chae-soo-bin
A Piece of Your Mind,8.1, #734, #366,Jung Hae In,/people/6834-jung-hae-in,Chae Soo Bin,/people/9225-chae-soo-bin
Oh! My Lady,7.4, #3289, #363,Choi Shi Won,/people/388-choi-shi-won,Chae Rim,/people/649-chae-rim
One More Happy Ending,7.9, #1420, #361,Jang Na Ra,/people/668-jang-na-ra,Jung Kyung Ho,/people/698-jung-kyung-ho
Find Me in Your Memory,8.2, #541, #364,Kim Dong Wook,/people/1465-kim-dong-wook,Moon Ga Young,/people/5346-moon-ga-young
The Time We Were Not in Love,7.4, #3185, #362,Ha Ji Won,/people/187-ha-ji-won,Lee Jin Wook,/people/832-lee-jin-wook
Prime Minister and I,7.3, #3595, #368,Im Yoon Ah,/people/972-im-yoon-ah,Lee Bum Soo,/people/319-lee-bum-soo
Can You Hear My Heart,8.1, #735, #372,Kim Jae Won,/people/335-kim-jae-won,Namgoong Min,/people/513-nam-goong-min
Sweet Stranger and Me,7.4, #3422, #375,Park Soo Ae,/people/312-soo-ae,Kim Young Kwang,/people/1944-kim-young-kwang
Color Rush,8.0, #1134, #378,Yoo Jun,/people/6778-hong-tae-ui,Heo Hyun Jun,/people/18908-hwall
Revolutionary Love,7.5, #3057, #367,Choi Shi Won,/people/388-choi-shi-won,Kang So Ra,/people/1155-kang-so-ra
Warm and Cozy,7.5, #2965, #369,Kang So Ra,/people/1155-kang-so-ra,Yoo Yeon Seok,/people/1908-yoo-yeon-seok
Let's Eat,8.0, #1131, #376,Lee Soo Kyung,/people/952-lee-soo-kyung,Yoon Doo Joon,/people/1608-yoon-doo-joon
Be Melodramatic,8.5, #202, #379,Chun Woo Hee,/people/4163-chun-woo-hee,Jun Yeo Bin,/people/18974-jeon-yeo-bin
My Only Love Song,7.9, #387, 13+ - Teens 13 or older,Gong Seung Yeon,/people/9347-gong-seung-yeon,Lee  Jong Hyun,/people/2533-lee-jong-hyun
Live Up to Your Name,8.3, #469, #381,Kim Nam Gil,/people/261-kim-nam-gil,Kim Ah Joong,/people/540-kim-ah-joong
"Me too, Flower!",7.5, #2889, #402,Lee Ji Ah,/people/1106-lee-ji-ah,Yoon Shi Yoon,/people/395-yoon-shi-yoon
Ma Boy,7.3, #3545, #406,Kim So Hyun,/people/1851-kim-so-hyun,Kim Sun Woong,/people/4027-sun-woong
I Need Romance 3,7.9, #1450, #394,Kim So Yeon,/people/609-kim-so-yeon,Sung Joon,/people/1137-sung-joon
The Last Empress,8.0, #1113, #384,Jang Na Ra,/people/668-jang-na-ra,Shin Sung Rok,/people/1488-shin-sung-rok
Cheongdamdong Alice,7.2, #3950, #386,Moon Geun Young,/people/313-moon-geun-young,Park Shi Hoo,/people/608-park-shi-hoo
Lovestruck in the City,7.9, #1288, #403,Ji Chang Wook,/people/806-ji-chang-wook,Kim Ji Won,/people/1692-kim-ji-won
My Sassy Girl,7.7, #1945, #418,Joo Won,/people/396-joo-won,Oh Yeon Seo,/people/1722-oh-yeon-seo
Mr. Heart,8.0, #988, #395,Lee Se Jin,/people/18156-lee-se-jin,Cheon Seung Ho,/people/44307-cheon-seung-ho
My Absolute Boyfriend,7.3, #3536, #417,Yeo Jin Goo,/people/1500-yeo-jin-goo,Bang Min Ah,/people/5313-bang-min-ah
The Light in Your Eyes,8.2, #628, #421,Han Ji Min,/people/1225-han-ji-min,Kim Hye Ja,/people/1869-kim-hye-ja
Full House Take 2,7.2, #3876, #399,Noh Min Woo,/people/416-noh-min-woo,Hwang Jung Eum,/people/669-hwang-jung-eum
Nine: Nine Times Time Travel,8.4, #277, #415,Lee Jin Wook,/people/832-lee-jin-wook,Lee Seung Jun,/people/4576-lee-seung-jun
Live,8.7, #69, #433,Lee Kwang Soo,/people/1817-lee-kwang-soo,Jung Yoo Mi,/people/1273-jung-yoo-mi
Pasta,7.6, #2435, #427,Lee Sun Kyun,/people/441-lee-sun-gyun,Gong Hyo Jin,/people/807-gong-hyo-jin
Queen for Seven Days,8.3, #467, #425,Park Min Young,/people/430-park-min-young,Yeon Woo Jin,/people/1340-yeon-woo-jin
Cinderella's Sister,7.1, #4115, #431,Moon Geun Young,/people/313-moon-geun-young,Chun Jung Myung,/people/338-chun-jung-myung
The Boy Next Door,8.3, #436, 13+ - Teens 13 or older,Choi  Woo Shik,/people/2551-choi-woo-shik,Jang Ki Yong,/people/8226-jang-ki-yong
Chocolate,8.1, #756, #435,Yoon Kye Sang,/people/829-yoon-kye-sang,Ha Ji Won,/people/187-ha-ji-won
Witch's Love,7.5, #2740, #439,Yoon So Hee,/people/6539-yoon-so-hee,Hyun Woo,/people/328-hyun-woo
Marry Him If You Dare,6.5, #4636, #432,Yoon Eun Hye,/people/250-yoon-eun-hye,Lee Dong Gun,/people/660-lee-dong-gun
Familiar Wife,8.1, #832, #443,Ji Sung,/people/469-ji-sung,Han Ji Min,/people/1225-han-ji-min
Naeil's Cantabile,7.5, #2750, #465,Joo Won,/people/396-joo-won,Shim Eun Kyung,/people/1643-shim-eun-kyung
Ex-Girlfriend Club,7.7, #2263, #444,Byun Yo Han,/people/7710-byun-yo-han,Song Ji Hyo,/people/273-song-ji-hyo
The Crowned Clown,8.4, #323, #449,Yeo Jin Goo,/people/1500-yeo-jin-goo,Lee Se Young,/people/4047-lee-se-young
A Poem a Day,7.9, #1232, #438,Lee Yoo Bi,/people/4165-lee-yoo-bi,Lee Joon Hyuk,/people/843-lee-joon-hyuk
Jugglers,7.8, #1770, #466,Choi Daniel,/people/629-choi-daniel,Baek Jin Hee,/people/1652-baek-jin-hee
Drinking Solo,7.7, #2010, #471,Ha Seok Jin,/people/618-ha-suk-jin,Park Ha Sun,/people/1638-park-ha-sun
Eulachacha Waikiki 2,8.1, #696, #468,Kim Seon Ho,/people/15244-kim-sun-ho,Lee Yi Kyung,/people/4754-lee-yi-kyung
Click Your Heart,7.2, #3871, #478,Mina,/people/7599-mina,Zu Ho,/people/11625-ju-ho
My Country: The New Age,8.4, #336, #456,Yang Se Jong,/people/13727-yang-se-jong,Woo Do Hwan,/people/11745-woo-do-hwan
Blade Man,7.0, #4277, #453,Lee Dong Wook,/people/274-lee-dong-wook,Shin Se Kyung,/people/993-shin-se-kyung
Heart to Heart,7.9, #1192, #470,Choi Kang Hee,/people/1142-choi-kang-hee,Chun Jung Myung,/people/338-chun-jung-myung
A-Teen,8.2, #529, #488,Shin Ye Eun,/people/19700-shin-ye-eun,Lee Na Eun,/people/19695-lee-na-eun
You Are The Best!,7.4, #3342, #483,IU,/people/426-iu,Jo Jung Suk,/people/1974-jo-jung-suk
Dinner Mate,7.9, #1242, #486,Song Seung Heon,/people/535-song-seung-heon,Seo Ji Hye,/people/534-seo-ji-hye
Trot Lovers,7.4, #3486, #490,Jung Eun Ji,/people/3843-jung-eun-ji,Ji Hyun Woo,/people/512-ji-hyun-woo
Because It's The First Time,7.6, #499, Not Yet Rated,Choi Min Ho,/people/1422-choi-min-ho,Park So Dam,/people/7706-park-so-dam
My Secret Hotel,7.3, #3625, #491,Kim Ji Han,/people/1570-kim-ji-han,Yoo In Na,/people/633-yoo-in-na
Rebel: Thief Who Stole the People,8.6, #145, #481,Yoon Kyun Sang,/people/3973-yoon-gyun-sang,Chae Soo Bin,/people/9225-chae-soo-bin
"Arthdal Chronicles Part 2: The Sky Turning Inside Out, Rising Land",8.7, #75, #482,Song Joong Ki,/people/431-song-joong-ki,Kim Ji Won,/people/1692-kim-ji-won
Sweet Revenge,8.0, #1067, #505,Kim Hyang Gi ,/people/4097-kim-hyang-gi,Park Solomon,/people/15157-park-solomon
Warrior Baek Dong Soo,8.1, #800, #515,Ji Chang Wook,/people/806-ji-chang-wook,Yoo Seung Ho,/people/589-yoo-seung-ho
Star of the Universe,8.0, #1080, #504,Suho,/people/7248-kim-joon-myun,Ji Woo,/people/4964-ji-woo
Discovery of Romance,7.6, #2468, #502,Jung Yoo Mi,/people/1273-jung-yoo-mi,Eric Mun,/people/1171-eric
Modern Farmer,7.7, #1837, #506,Lee Hong Ki,/people/211-lee-hong-ki,Lee Ha Nee,/people/816-lee-ha-nui
"I  Do, I Do",7.3, #3540, #494,Kim Sun Ah,/people/487-kim-sun-ah,Lee Jang Woo,/people/1320-lee-jang-woo
Do You Like Brahms?,8.1, #781, #511,Park Eun Bin,/people/1897-park-eun-bin,Kim Min Jae,/people/9324-kim-min-jae
Catch the Ghost,8.1, #759, #521,Moon Geun Young,/people/313-moon-geun-young,Kim Seon Ho,/people/15244-kim-sun-ho
The Package,8.1, #828, #528,Jung Yong Hwa,/people/212-jung-yong-hwa,Lee Yun Hee,/people/552-lee-yun-hee
One More Time,7.5, #2929, #512,Kim Myung Soo,/people/1552-l,Yoon So Hee,/people/6539-yoon-so-hee
Vincenzo,8.5, #163, #500,Song Joong Ki,/people/431-song-joong-ki,Jun Yeo Bin,/people/18974-jeon-yeo-bin
Wild Romance,7.5, #3082, #520,Lee Dong Wook,/people/274-lee-dong-wook,Lee Shi Young,/people/348-lee-shi-young
Wednesday 3:30 PM,7.9, #1221, #529,Hong Bin,/people/7049-hong-bin,Jin Ki Joo,/people/10520-jin-ki-joo
She Would Never Know,8.0, #928, #526,Won Jin Ah,/people/15721-won-jin-ah,Ro Woon,/people/11629-ro-woon
The Third Charm,6.8, #4506, #541,Seo Kang Joon,/people/6214-seo-kang-joon,Esom,/people/2540-lee-som
To Be Continued,7.5, #3063, #534,Kim Sae Ron,/people/822-kim-sae-ron,Cha Eun Woo,/people/10399-cha-eun-woo
Was It Love?,7.4, #3452, #559,Song Ji Hyo,/people/273-song-ji-hyo,Son Ho Jun,/people/3891-son-ho-jun
Arthdal Chronicles Part 3: The Prelude To All Legends,8.6, #99, #579,Song Joong Ki,/people/431-song-joong-ki,Kim Ji Won,/people/1692-kim-ji-won
Secret Love Affair,7.7, #1925, #532,Yoo Ah In,/people/432-yoo-ah-in,Kim Hee Ae,/people/1278-kim-hee-ae
Hospital Ship,7.8, #1540, #547,Ha Ji Won,/people/187-ha-ji-won,Kang Min Hyuk,/people/1437-kang-min-hyuk
The Undateables,7.6, #2645, #569,Namgoong Min,/people/513-nam-goong-min,Hwang Jung Eum,/people/669-hwang-jung-eum
Twenty Years Old,7.7, #1886, #554,Lee Gi Kwang,/people/1642-lee-gi-kwang,Lee Da In,/people/6604-lee-da-in
Dating Agency: Cyrano,7.4, #3403, #539,Choi Soo Young,/people/2550-choi-soo-young,Lee Jong Hyuk,/people/1333-lee-jong-hyuk
Somehow 18,8.2, #623, #591,Choi Min Ho,/people/1422-choi-min-ho,Lee Yoo Bi,/people/4165-lee-yoo-bi
Myung Wol the Spy,7.2, #3966, #603,Han Ye Seul,/people/1269-han-ye-seul,Eric Mun,/people/1171-eric
Forest,7.8, #1636, #595,Park Hae Jin,/people/645-park-hae-jin,Jo Bo Ah,/people/2213-jo-bo-ah
Bubblegum,7.3, #3610, #587,Jung Ryeo Won,/people/989-jung-ryeo-won,Lee Dong Wook,/people/274-lee-dong-wook
Pride and Prejudice,7.6, #2604, #601,Choi Jin Hyuk,/people/1328-choi-jin-hyuk,Baek Jin Hee,/people/1652-baek-jin-hee
More Than Friends,7.5, #3084, #593,Ong Seong Wu,/people/15814-ong-sung-woo,Shin Ye Eun,/people/19700-shin-ye-eun
Master of Study,7.5, #2771, #606,Kim Soo Ro,/people/1108-kim-soo-ro,Bae Doo Na,/people/302-bae-doo-na
Private Lives,7.5, #2985, #611,Seo Hyun,/people/5888-seo-hyun,Go Kyung Pyo,/people/2374-go-kyung-pyo
Thumping Spike,7.7, #1846, #615,Song Jae Rim,/people/1892-song-jae-rim,Hwang Seung Eon,/people/8470-hwang-seung-eon
The King of Dramas,7.8, #1793, #612,Kim Myung Min,/people/556-kim-myung-min,Jung Ryeo Won,/people/989-jung-ryeo-won
Plus Nine Boys,7.8, #1557, #618,Kim Young Kwang,/people/1944-kim-young-kwang,Oh Jung Se,/people/4684-oh-jung-se
Perfume,7.9, #1203, #622,Shin Sung Rok,/people/1488-shin-sung-rok,Go Won Hee,/people/7883-go-won-hee
My Love Eun Dong,7.8, #1791, #613,Joo Jin Mo,/people/281-joo-jin-mo,Kim Sa Rang,/people/189-kim-sa-rang
Lovely Horribly,7.2, #4016, #621,Park Shi Hoo,/people/608-park-shi-hoo,Song Ji Hyo,/people/273-song-ji-hyo
Nail Shop Paris,6.3, #4673, #624,Park Gyu Ri,/people/4950-park-gyuri,Jeon Ji Hoo,/people/909-jun-ji-hoo
Dong Yi,8.4, #291, #634,Han Hyo Joo,/people/300-han-hyo-joo,Ji Jin Hee,/people/404-ji-jin-hee
Wish You: Your Melody From My Heart,7.7, #2055, #630,Kang In Soo,/people/13657-kang-in-soo,Lee Sang,/people/14500-lee-sang
Two Cops,7.8, #1562, #628,Jo Jung Suk,/people/1974-jo-jung-suk,Lee Hye Ri,/people/2664-hyeri
7th Grade Civil Servant,6.9, #4405, #632,Joo Won,/people/396-joo-won,Choi Kang Hee,/people/1142-choi-kang-hee
The King in Love,7.9, #1474, #625,Im Shi Wan,/people/1891-im-shi-wan,Im Yoon Ah,/people/972-im-yoon-ah
Meloholic,7.4, #3240, #643,U-Know,/people/942-u-know-yun-ho,Kyung Soo Jin,/people/2690-kyung-soo-jin
That Man Oh Soo,7.1, #4182, #646,Kim So Eun,/people/292-kim-so-eun,Lee  Jong Hyun,/people/2533-lee-jong-hyun
To My Star,8.3, #465, #636,Son Woo Hyun,/people/24379-son-woo-hyun,Kim Kang Min,/people/42489-kim-kang-min
Operation Proposal,7.3, #3555, #648,Yoo Seung Ho,/people/589-yoo-seung-ho,Lee Hyun Jin,/people/1569-lee-hyun-jin
I Need Romance,7.3, #3589, #665,Cho Yeo Jung,/people/1325-jo-yeo-jung,Kim Jung Hoon,/people/620-kim-jung-hoon
Reunited Worlds,7.6, #2642, #649,Yeo Jin Goo,/people/1500-yeo-jin-goo,Lee Yun Hee,/people/552-lee-yun-hee
Hyena,8.3, #383, #647,Joo Ji Hoon,/people/251-joo-ji-hoon,Kim Hye Soo,/people/1176-kim-hye-soo
What Happens to My Family?,8.2, #528, #641,Yoo Dong Geun,/people/2487-yoo-dong-geun,Kim Hyun Joo,/people/848-kim-hyun-joo
Black Knight: The Man Who Guards Me,7.2, #3989, #663,Kim Rae Won,/people/301-kim-rae-won,Shin Se Kyung,/people/993-shin-se-kyung
A Love So Beautiful,7.8, #1566, #676,Kim Yo Han,/people/24569-kim-yo-han,So Ju Yeon,/people/17308-so-joo-yeon
I Picked Up a Star on the Road,7.5, #2804, #689,Sung Hoon,/people/546-sung-hoon,Kim Ga Eun,/people/2392-kim-ga-eun
When A Man's in Love,6.8, #4473, #700,Song Seung Heon,/people/535-song-seung-heon,Shin Se Kyung,/people/993-shin-se-kyung
Baby-faced Beauty,7.1, #4167, #707,Jang Na Ra,/people/668-jang-na-ra,Choi Daniel,/people/629-choi-daniel
Padam Padam,7.7, #1921, #682,Jung Woo Sung,/people/297-jung-woo-sung,Han Ji Min,/people/1225-han-ji-min
Radiant Office,7.6, #2524, #717,Go Ah Sung,/people/399-go-ah-sung,Ha Seok Jin,/people/618-ha-suk-jin
Dramaworld,7.1, #4114, #713,Sean Richard ,/people/2823-sean-richard,Liv Hewson,/people/11443-hewson-liv
"Good-bye, Mr. Black",7.5, #3080, #739,Lee Jin Wook,/people/832-lee-jin-wook,Moon Chae Won,/people/1220-moon-chae-won
Flower Crew: Joseon Marriage Agency,7.7, #1900, #741,Kim Min Jae,/people/9324-kim-min-jae,Gong Seung Yeon,/people/9347-gong-seung-yeon
Triangle,7.7, #2160, #684,Lee Bum Soo,/people/319-lee-bum-soo,Kim Jae Joong,/people/500-kim-jae-joong
Time Slip Dr. Jin,6.8, #4448, #727,Lee Bum Soo,/people/319-lee-bum-soo,Park Min Young,/people/430-park-min-young
River Where the Moon Rises,8.1, #872, #746,Kim So Hyun,/people/1851-kim-so-hyun,Kim Ji Soo,/people/9428-ji-soo
Gunman In Joseon,7.6, #2282, #747,Lee Joon Gi,/people/207-lee-joon-gi,Nam Sang Mi,/people/956-nam-sang-mi
Your Honor,8.0, #921, #749,Yoon Shi Yoon,/people/395-yoon-shi-yoon,Lee Yoo Young,/people/9289-lee-yoo-young
Let's Eat 2,7.9, #1249, #756,Yoon Doo Joon,/people/1608-yoon-doo-joon,Seo Hyun Jin,/people/941-seo-hyun-jin
I Need Romance 2,7.5, #2825, #764,Jung Yoo Mi,/people/1273-jung-yoo-mi,Lee Jin Wook,/people/832-lee-jin-wook
Money Flower,8.2, #649, #751,Jang Hyuk,/people/181-jang-hyuk,Park Se Young,/people/2724-park-se-young
Stars Falling From the Sky,7.7, #2008, #763,Choi Jung Won,/people/520-choi-jung-won,Kim Ji Hoon,/people/1270-kim-ji-hoon
Longing Heart,7.8, #1652, #743,Lee Jung Shin,/people/4058-lee-jung-shin,Seo Ji Hoon,/people/12436-seo-ji-hoon
Love Cells,7.1, #4091, #765,Park Sun Ho,/people/7066-park-sun-ho,Kim Yoo Jung,/people/1894-kim-yoo-jung
Born Again,7.2, #4008, #776,Jang Ki Yong,/people/8226-jang-ki-yong,Jin Se Yeon,/people/2121-jin-se-yeon
When My Love Blooms,7.8, #1594, #782,Yoo Ji Tae,/people/279-yoo-ji-tae,Lee Bo Young,/people/1435-lee-bo-young
The Miracle,7.2, #768, 15+ - Teens 15 or older,Hong Yoon Hwa,/people/3535-hong-yoon-hwa,Kim Na Hyun,/people/13779-kim-na-hyun
Choco Bank,7.2, #3979, #797,Kai,/people/9472-kai,Park Eun Bin,/people/1897-park-eun-bin
My Unfortunate Boyfriend,7.2, #4002, #784,Noh Min Woo,/people/416-noh-min-woo,Yang  Jin Sung,/people/2790-yang-jin-sung
20th Century Boy and Girl,7.8, #1516, #804,Han Ye Seul,/people/1269-han-ye-seul,Kim Ji Suk,/people/343-kim-ji-suk
Top Management,7.8, #801, G - All Ages,Seo Eun Soo,/people/12392-seo-eun-soo,Ahn Hyo Seop,/people/11001-ahn-hyo-sub
Into the Ring,8.3, #499, #792,Nana,/people/7694-nana,Park Sung Hoon,/people/5255-park-sung-hoon
Live On,8.2, #620, #789,Jung Da Bin,/people/1103-jung-da-bin,Hwang Min Hyun,/people/9607-hwang-min-hyun
Bad Guy,7.7, #2214, #785,Kim Nam Gil,/people/261-kim-nam-gil,Oh Yeon Soo,/people/914-oh-yeon-soo
Oh My Baby,7.8, #1503, #803,Jang Na Ra,/people/668-jang-na-ra,Go Joon,/people/12122-go-joon
Andante,7.5, #2859, #807,Kai,/people/9472-kai,Lee Ye Hyun,/people/13889-lee-ye-hyun
Mama Fairy and the Woodcutter,6.9, #4380, #809,Moon Chae Won,/people/1220-moon-chae-won,Go Doo Shim,/people/1659-go-doo-shim
Inspiring Generation,7.2, #3908, #806,Kim Hyun Joong,/people/233-kim-hyun-joong,Jin Se Yeon,/people/2121-jin-se-yeon
Manhole,7.3, #3746, #822,Uee,/people/213-uee,Kim Jae Joong,/people/500-kim-jae-joong
The Game: Towards Zero,7.7, #1941, #816,Ok Taec Yeon,/people/423-ok-taec-yeon,Lee Yun Hee,/people/552-lee-yun-hee
Misty,8.3, #344, #811,Kim Nam Joo,/people/2091-kim-nam-joo,Ji Jin Hee,/people/404-ji-jin-hee
My Wife’s Having an Affair this Week,7.9, #1233, #805,Lee Sun Kyun,/people/441-lee-sun-gyun,Song Ji Hyo,/people/273-song-ji-hyo
Ojakgyo Brothers,8.1, #819, #823,Uee,/people/213-uee,Joo Won,/people/396-joo-won
My Fellow Citizens!,7.7, #2237, #842,Choi Shi Won,/people/388-choi-shi-won,Lee Yoo Young,/people/9289-lee-yoo-young
I Order You,7.3, #3496, #817,U-Know,/people/942-u-know-yun-ho,Kim Ga Eun,/people/2392-kim-ga-eun
Can We Get Married?,7.1, #4094, #851,Jung So Min,/people/346-jung-so-min,Sung Joon,/people/1137-sung-joon
I Wanna Hear Your Song,7.5, #2880, #841,Kim Se Jeong,/people/13855-kim-se-jung,Yeon Woo Jin,/people/1340-yeon-woo-jin
Night Watchman's Journal,7.2, #3865, #814,Jung Il Woo,/people/474-jung-il-woo,Go Sung Hee,/people/5293-go-sung-hee
Chuno,8.0, #1013, #852,Jang Hyuk,/people/181-jang-hyuk,Lee Da Hae,/people/275-lee-da-hae
The Ghost Detective,7.8, #1832, #836,Choi Daniel,/people/629-choi-daniel,Park Eun Bin,/people/1897-park-eun-bin
XX,8.3, #437, #865,Ahn Hee Yeon,/people/16710-hani,Hwang Seung Eon,/people/8470-hwang-seung-eon
IRIS 2,7.4, #3450, #860,Jang Hyuk,/people/181-jang-hyuk,Lee Da Hae,/people/275-lee-da-hae
Thumping Spike 2,7.6, #2638, #864,Kim So Eun,/people/292-kim-so-eun,Lee Won Keun,/people/1987-lee-won-geun
Falling For Do Jeon,7.1, #882, Not Yet Rated,Kim So Eun,/people/292-kim-so-eun,Xiu Min,/people/9498-xiu-min
After School: Lucky or Not,7.6, #2583, #871,Kim So Eun,/people/292-kim-so-eun,Seo Kang Joon,/people/6214-seo-kang-joon
The Three Musketeers,8.0, #1139, #848,Lee Jin Wook,/people/832-lee-jin-wook,Jung Yong Hwa,/people/212-jung-yong-hwa
Your House Helper,7.9, #1418, #879,Ha Seok Jin,/people/618-ha-suk-jin,Bona,/people/14452-bona
Miss Korea ,7.3, #3543, #878,Lee Sun Kyun,/people/441-lee-sun-gyun,Lee Yun Hee,/people/552-lee-yun-hee
The Secret Message,7.4, #870, Not Yet Rated,Ueno Juri,/people/205-ueno-juri,T.O.P,/people/391-t.o.p
What's Up?,7.6, #2507, #883,Im Joo Hwan,/people/577-im-joo-hwan,Oh Man Suk,/people/1179-oh-man-suk
The Fugitive: Plan B,7.5, #2948, #886,Rain,/people/241-rain,Lee Na Young,/people/818-lee-na-young
My Beautiful Bride,7.9, #1262, #884,Kim Mu Yeol,/people/2671-kim-mu-yeol,Lee Shi Young,/people/348-lee-shi-young
Jang Ok Jung,7.8, #1759, #885,Yoo Ah In,/people/432-yoo-ah-in,Kim Tae Hee,/people/490-kim-tae-hee
Time,7.8, #1586, #904,Kim Jung Hyun,/people/11840-kim-jung-hyun,Seo Hyun,/people/5888-seo-hyun
Whisper,7.7, #2011, #902,Lee Bo Young,/people/1435-lee-bo-young,Lee Sang Yoon,/people/694-lee-sang-yoon
A-Teen 2,8.1, #855, #873,Lee Na Eun,/people/19695-lee-na-eun,Kim Dong Hee,/people/19701-kim-dong-hee
Sweet Revenge Season 2,8.0, #1151, #947,Ahn Seo Hyun,/people/1723-ahn-seo-hyun,Samuel,/people/17541-samuel
When Time Stopped,7.3, #3508, #932,Kim Hyun Joong,/people/233-kim-hyun-joong,Ahn  Ji Hyun,/people/6229-ahn-ji-hyun
The Spies Who Loved Me,7.5, #2871, #945,Yoo In Na,/people/633-yoo-in-na,Eric Mun,/people/1171-eric
Vampire Flower,7.0, #4231, #914,Kim Ga Eun,/people/2392-kim-ga-eun,Seo Jae Hyung,/people/7518-seo-jae-hyung
Shine or Go Crazy,7.7, #2252, #930,Jang Hyuk,/people/181-jang-hyuk,Oh Yeon Seo,/people/1722-oh-yeon-seo
My Golden Life,7.9, #1349, #919,Park Shi Hoo,/people/608-park-shi-hoo,Shin Hye Sun,/people/7194-shin-hye-sun
Positive Physique,7.3, #910, 13+ - Teens 13 or older,Do Kyung Soo,/people/6535-do-kyung-soo,Chae Seo Jin,/people/10872-chae-seo-jin
Shark,7.7, #2002, #908,Kim Nam Gil,/people/261-kim-nam-gil,Son Ye Jin,/people/293-son-ye-jin
Five Enough,8.3, #495, #980,Ahn Jae Wook,/people/860-ahn-jae-wook,So Yoo Jin,/people/3833-so-yoo-jin
The Woman Who Still Wants to Marry,7.4, #3183, #907,Park Jin Hee,/people/1590-park-jin-hee,Uhm Ji Won,/people/541-uhm-ji-won
Ugly Alert,8.3, #436, #976,Im Joo Hwan,/people/577-im-joo-hwan,Kang So Ra,/people/1155-kang-so-ra
Coffee House,6.6, #4609, #985,Kang Ji Hwan,/people/252-kang-ji-hwan,Ham Eun Jung,/people/254-ham-eun-jung
We Broke Up,7.3, #3575, #965,Sandara Park,/people/1392-park-sandara,Kang Seung Yoon,/people/5535-kang-seung-yoon
Paradise Farm,6.8, #4478, #1006,Lee Yun Hee,/people/552-lee-yun-hee,Joo Sang Wook,/people/554-joo-sang-wook
"Persevere, Goo Hae Ra",7.3, #3638, #1002,Min Hyo Rin,/people/820-min-hyo-rin,Kwak Shi Yang,/people/7009-kwak-shi-yang
Girls' Generation 1979,8.1, #755, #1005,Bona,/people/14452-bona,Chae Seo Jin,/people/10872-chae-seo-jin
Welcome 2 Life,8.3, #504, #1041,Rain,/people/241-rain,Im Ji Yeon,/people/7310-im-ji-yeon
V.I.P,8.0, #973, #1003,Jang Na Ra,/people/668-jang-na-ra,Lee Sang Yoon,/people/694-lee-sang-yoon
Athena: Goddess of War,7.3, #3755, #1038,Jung Woo Sung,/people/297-jung-woo-sung,Park Soo Ae,/people/312-soo-ae
Fantastic,7.6, #2317, #1039,Kim Hyun Joo,/people/848-kim-hyun-joo,Joo Sang Wook,/people/554-joo-sang-wook
Heard it Through the Grapevine,7.6, #2396, #1037,Yoo  Joon Sang,/people/2422-yoo-joon-sang,Yoo Ho Jung,/people/2636-yoo-ho-jung
Divorce Lawyer in Love,7.4, #3395, #1044,Cho Yeo Jung,/people/1325-jo-yeo-jung,Yeon Woo Jin,/people/1340-yeon-woo-jin
